replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,infer_neg_pass,infer_pos_pass,magnitude_neg_pass,magnitude_pos_pass,component_disagreement,sigma_tau_design,sigma_tau_eff,N,N_eligible,N_estimable,N_nonestimable,nonestimable_fraction,nonestimable_reasons,median_leverage_fraction,min_leverage_fraction_estimable,estimability_summary_max_smd,estimability_summary_fired,estimability_information_sufficient,estimability_support_passed,estimability_opposite_passed,estimability_adequacy_passed,estimability_conclusion_changing,nonestimable_abs_bound_sum,support_ucb_upper,eligible_lcb_lower,eligible_ucb_upper,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,gate_applicable,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,14.68749593996433,4.567963511691899,22.16626052190542,6.6878659211808245,29.543402056631518,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007054256446010092,24,24,24,0,0.0,{},0.803076192486281,0.7338315217391304,0.0,False,True,False,False,True,False,0.0,22.166260521905418,6.687865921180825,22.166260521905418,95.91666666666667,1.020537086429418,0.01106793976896486,False,0.49726507670561737,False,0.028472222222222232,False,False,0.12704892712607024,0.028472222222222232,True,False,0.23599526122486386,0.10654056269409762,1.6728853754247368,False,inconclusive
1,assignment_isolation,plus_one_randomisation,True,ok,25.33555337653296,3.1109223876061227,30.659414301750758,20.051444411717636,29.010937294644016,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007024166176336017,24,24,24,0,0.0,{},0.810374149659864,0.6600980392156862,0.0,False,True,False,False,False,False,0.0,30.659414301750758,20.051444411717636,30.659414301750758,96.91666666666667,1.003057377487587,0.003137112333126799,False,0.4989673297170602,False,0.030902777777777724,False,False,0.2446405853660677,0.030902777777777724,True,False,0.6753890891428797,0.08209464084154883,3.9769989631149962,False,inconclusive
2,assignment_isolation,plus_one_randomisation,True,ok,15.879933166569744,3.396126766185663,21.17232072829141,9.921715541295544,29.350075581838418,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007028394917346657,24,24,24,0,0.0,{},0.774542824074074,0.7371093750000001,0.0,False,True,False,False,True,False,0.0,21.17232072829141,9.921715541295544,21.17232072829141,96.08333333333333,1.0110192272425989,0.030151881674740283,False,0.525818035206004,False,0.023958333333333304,False,False,0.14089066553765744,0.023958333333333304,True,False,-0.4892035502476766,0.16170040602913285,1.028555791009559,False,inconclusive
3,assignment_isolation,plus_one_randomisation,True,ok,18.59949268241561,2.411250961600492,22.66688923664714,14.370908041414825,28.911367839744866,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007063912049679778,24,24,24,0,0.0,{},0.7992234674768783,0.6992753623188405,0.0,False,True,False,False,True,False,0.0,22.66688923664714,14.370908041414827,22.66688923664714,95.79166666666667,0.9994194376153933,0.018877973359677495,False,0.47247468892288863,False,0.019444444444444486,False,False,0.17199411005690932,0.019444444444444486,True,False,0.3029480622091844,0.2358948805043372,3.2737601550062885,False,inconclusive
4,assignment_isolation,plus_one_randomisation,True,ok,16.53181331792452,3.491040578182759,22.506551541245596,10.725183656276897,30.045240228777256,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007086283168183046,24,24,24,0,0.0,{},0.795786510942761,0.7037306201550385,0.0,False,True,False,False,True,False,0.0,22.506551541245596,10.725183656276897,22.506551541245596,94.79166666666667,1.0364521757021534,0.006663311649173576,False,0.5173118647554336,False,0.03472222222222221,False,False,0.14347319407450554,0.03472222222222221,True,False,1.2375878793492627,0.1816031863646007,2.424803735119857,False,inconclusive
5,assignment_isolation,plus_one_randomisation,True,ok,18.473633677582097,3.93397788979759,24.80923407719422,11.229328760703556,30.059749473090704,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.0070894616246941124,24,24,24,0,0.0,{},0.7940647820017184,0.7232558139534883,0.0,False,True,False,False,True,False,0.0,24.80923407719422,11.229328760703558,24.80923407719422,95.08333333333333,1.0390126048530173,0.0035356457142505827,False,0.495475193860948,False,0.018402777777777768,False,False,0.16303606054238307,0.018402777777777768,True,False,-2.5753936290639245,0.23383538134528908,2.077135560056072,False,inconclusive
6,assignment_isolation,plus_one_randomisation,True,ok,22.106806054761346,3.5273146718636843,29.226653356546052,16.27934812559078,29.224344270957072,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007072206056189345,24,24,24,0,0.0,{},0.7978942652329749,0.699808429118774,0.0,False,True,False,False,False,False,0.0,29.226653356546052,16.27934812559078,29.226653356546052,95.04166666666667,1.007457437293651,0.005724528238581778,False,0.5224852733105494,False,0.038541666666666696,False,False,0.2082911445803718,0.038541666666666696,True,False,0.5781408642760538,0.18919343127394422,2.9444577643862764,False,inconclusive
7,assignment_isolation,plus_one_randomisation,True,ok,20.599857279090312,3.7189474903626554,27.135407498344026,14.731126881769882,29.0962607453908,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007046830128293465,24,24,24,0,0.0,{},0.8156075456498388,0.6916666666666668,0.0,False,True,False,False,True,False,0.0,27.135407498344026,14.731126881769882,27.135407498344026,97.08333333333333,1.0101208289101147,0.010382537752899783,False,0.5314082114820315,False,0.02604166666666663,False,False,0.19135981685029685,0.02604166666666663,True,False,0.29954659630493313,0.19302322099909278,2.379205055304187,False,inconclusive
8,assignment_isolation,plus_one_randomisation,True,ok,16.094315870294462,4.8514400205641754,24.68547054349539,8.164192675716517,29.199471757882826,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007037480927721278,24,24,24,0,0.0,{},0.7949935105621195,0.7255376344086022,0.0,False,True,False,False,True,False,0.0,24.685470543495388,8.164192675716517,24.685470543495388,96.54166666666667,1.0095309221912363,0.015603887165769437,False,0.5304536328722591,False,0.03368055555555549,False,False,0.14338809402635108,0.03368055555555549,True,False,-0.22848345188847444,0.16944833605456375,2.8383585704664727,False,inconclusive
9,assignment_isolation,plus_one_randomisation,True,ok,15.636232929981555,4.440208761616047,24.26367254569284,8.477230027464467,28.982028476492143,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007120426579960218,24,24,24,0,0.0,{},0.7931785088791137,0.7081521739130436,0.0,False,True,False,False,True,False,0.0,24.26367254569284,8.477230027464467,24.26367254569284,94.08333333333333,1.000831910210309,0.03194062059857029,False,0.5282121123493982,False,0.023611111111111138,False,False,0.14000520702924055,0.023611111111111138,True,False,-1.1960187033474166,0.2233357977998657,2.154881820860407,False,inconclusive
10,assignment_isolation,plus_one_randomisation,True,ok,17.067819020822522,4.388559708393802,25.209814641962872,9.8204006240648,29.21677557113906,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.0070712283529339864,24,24,24,0,0.0,{},0.8041666666666667,0.6748062015503876,0.0,False,True,False,False,True,False,0.0,25.20981464196287,9.8204006240648,25.20981464196287,97.41666666666667,1.0195623360007346,0.023394363217221003,False,0.5121861755994299,False,0.023263888888888862,False,False,0.15188670033611285,0.023263888888888862,True,False,0.43184718892223645,0.1791542873100234,2.196799686446909,False,inconclusive
11,assignment_isolation,plus_one_randomisation,True,ok,22.43286848233667,4.169477336920077,29.496679515697842,15.103716721686279,28.69220360532806,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007034007675815063,24,24,24,0,0.0,{},0.7808696472363704,0.696969696969697,0.0,False,True,False,False,False,False,0.0,29.49667951569784,15.103716721686277,29.49667951569784,95.58333333333333,0.9865698342647504,0.009213267869047217,False,0.5315643836258637,False,0.03680555555555565,False,False,0.21700058166077021,0.03680555555555565,True,False,0.7779232430467307,0.2562786050824374,3.0240628230699125,False,inconclusive
12,assignment_isolation,plus_one_randomisation,True,ok,17.309646552852943,4.6417199388726536,25.185355134456586,8.83933677102444,28.615164534485572,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007094073788271727,24,24,24,0,0.0,{},0.798936855670103,0.6914705882352941,0.0,False,True,False,False,True,False,0.0,25.185355134456586,8.83933677102444,25.185355134456586,95.25,0.990591153856547,0.03339827667439942,False,0.5356250759779914,False,0.037847222222222254,False,False,0.15974690653115786,0.037847222222222254,True,False,-0.1300030131291332,0.1296480585585661,3.526548281368961,False,inconclusive
13,assignment_isolation,plus_one_randomisation,True,ok,25.077097695566664,4.4514626924529175,32.888250042129464,17.941286694322116,29.980258219326362,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.0070206984417594325,24,24,24,0,0.0,{},0.762087912087912,0.6852059925093632,0.0,False,True,False,False,False,False,0.0,32.888250042129464,17.941286694322116,32.888250042129464,94.08333333333333,1.0208032420020101,0.029145232359400405,False,0.4925066752468627,False,0.04062500000000002,False,False,0.2370477160125879,0.04062500000000002,True,False,0.9407046332637098,0.15006864371493492,4.433889937475564,False,inconclusive
14,assignment_isolation,plus_one_randomisation,True,ok,18.70544184727356,3.277400314185126,25.040196234832493,13.36113364856546,28.585374336590274,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007085688487716247,24,24,24,0,0.0,{},0.8051075268817203,0.7537760416666666,0.0,False,True,False,False,True,False,0.0,25.040196234832493,13.361133648565461,25.040196234832493,96.66666666666667,0.9957133157993335,0.017947815181434075,False,0.5250725595953911,False,0.02604166666666663,False,False,0.17389481540926566,0.02604166666666663,True,False,-1.4891371569990028,0.18438245600143713,2.2802741087855556,False,inconclusive
15,assignment_isolation,plus_one_randomisation,True,ok,23.85000670563761,3.7161716451761615,29.8950724743681,17.38640648032934,30.365121370573952,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007042202429562113,24,24,24,0,0.0,{},0.8062285223367699,0.6285984848484849,0.0,False,True,False,False,True,False,0.0,29.895072474368096,17.38640648032934,29.895072474368096,96.75,1.0516688665838851,0.0008160447354140187,False,0.5032932567438129,False,0.018055555555555602,False,False,0.2163429699500875,0.018055555555555602,True,False,-0.13934639725090095,0.13170609368068492,4.170190810608224,False,inconclusive
16,assignment_isolation,plus_one_randomisation,True,ok,26.462595020885686,4.394148364527446,34.78685160311071,19.30305577493877,29.359778354366558,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.00707677266401531,24,24,24,0,0.0,{},0.7958042442375887,0.7120833333333334,0.0,False,True,False,False,False,False,0.0,34.78685160311071,19.30305577493877,34.78685160311071,94.75,1.0112246107558036,0.03901509819241658,False,0.48357389586005195,False,0.025694444444444464,False,False,0.2546194479541532,0.025694444444444464,True,False,0.1036975082928756,0.22320874237700877,5.194053869871924,False,inconclusive
17,assignment_isolation,plus_one_randomisation,True,ok,18.151997656607104,3.3420375493324763,23.518012970291927,11.376052924561254,28.7509269559514,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007059871046310148,24,24,24,0,0.0,{},0.8179544026900194,0.7037254901960784,0.0,False,True,False,False,True,False,0.0,23.51801297029193,11.376052924561256,23.51801297029193,97.125,1.0001937581834237,0.010884116666134643,False,0.5057462353401584,False,0.014236111111111116,False,False,0.1670062529959524,0.014236111111111116,True,False,1.3084018207262258,0.1528124793695961,3.111521584094853,False,inconclusive
18,assignment_isolation,plus_one_randomisation,True,ok,15.526709070186689,2.916583141060856,20.736285748167575,10.023239170862677,29.430356034514237,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.006986053042035096,24,24,24,0,0.0,{},0.7788265306122449,0.65374531835206,0.0,False,True,False,False,True,False,0.0,20.736285748167575,10.023239170862677,20.736285748167575,96.25,1.0085507766810544,0.012994389235194331,False,0.5123788727929637,False,0.03819444444444442,False,False,0.13759257663622346,0.03819444444444442,True,False,-0.8655240105327879,0.09913038704847675,3.036671027471523,False,inconclusive
19,assignment_isolation,plus_one_randomisation,True,ok,16.75257908162653,3.304702379325952,22.263573198198735,11.307662360261086,29.28122453735046,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.0070516687280406274,24,24,24,0,0.0,{},0.7996916443345015,0.7150362318840578,0.0,False,True,False,False,True,False,0.0,22.26357319819873,11.307662360261086,22.26357319819873,96.04166666666667,1.0117681063420307,0.05181226852237724,False,0.5134456890239074,False,0.02256944444444442,False,False,0.14993700826930959,0.02256944444444442,True,False,-0.8818897389625555,0.16518830592429704,2.281612048610336,False,inconclusive
20,assignment_isolation,plus_one_randomisation,True,ok,17.257363362635708,3.4524677874996788,22.51630723492582,10.539999189642344,28.50829546673386,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007071260598638526,24,24,24,0,0.0,{},0.809529255319149,0.7624565972222223,0.0,False,True,False,False,True,False,0.0,22.51630723492582,10.539999189642344,22.51630723492582,97.5,0.9952688372763052,0.0037109227723777635,False,0.516161116441399,False,0.015625,False,False,0.15830127973007332,0.015625,True,False,-0.901502441651272,0.18123403146483605,2.5297588481437794,False,inconclusive
