replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,infer_neg_pass,infer_pos_pass,magnitude_neg_pass,magnitude_pos_pass,component_disagreement,sigma_tau_design,sigma_tau_eff,N,N_eligible,N_estimable,N_nonestimable,nonestimable_fraction,nonestimable_reasons,median_leverage_fraction,min_leverage_fraction_estimable,estimability_summary_max_smd,estimability_summary_fired,estimability_information_sufficient,estimability_support_passed,estimability_opposite_passed,estimability_adequacy_passed,estimability_conclusion_changing,nonestimable_abs_bound_sum,support_ucb_upper,eligible_lcb_lower,eligible_ucb_upper,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,gate_applicable,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,54.719578736155825,4.557235969781701,62.19040598133086,46.72703748579753,31.46112253829358,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007054256446010092,24,24,24,0,0.0,{},0.803076192486281,0.7338315217391304,0.0,False,True,False,True,False,False,0.0,62.19040598133086,46.72703748579753,62.19040598133086,95.91666666666667,1.0867821610213646,0.01106793976896486,False,0.49726507670561737,False,0.028472222222222232,False,False,0.49818376902096007,0.028472222222222232,True,True,0.18974144069439275,0.10654056269409755,7.66015334871114,False,opposite_direction
1,assignment_isolation,plus_one_randomisation,True,ok,65.27047053237861,3.099285040246434,70.58929679321517,60.02356115438061,31.491620089294567,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007024166176336017,24,24,24,0,0.0,{},0.810374149659864,0.6600980392156862,0.0,False,True,False,True,False,False,0.0,70.58929679321517,60.02356115438061,70.58929679321517,96.91666666666667,1.0888273460035696,0.003137112333126799,False,0.4989673297170602,False,0.030902777777777724,False,False,0.5747997168999677,0.030902777777777724,True,True,0.5108029995478526,0.0820946408415488,9.906545603345927,False,opposite_direction
2,assignment_isolation,plus_one_randomisation,True,ok,55.89651684217023,3.392267000946111,61.19845562459748,49.934720848058035,31.330511765925586,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007028394917346657,24,24,24,0,0.0,{},0.774542824074074,0.7371093750000001,0.0,False,True,False,True,False,False,0.0,61.19845562459748,49.93472084805804,61.19845562459748,96.08333333333333,1.0792391217657349,0.030151881674740283,False,0.525818035206004,False,0.023958333333333304,False,False,0.5105742132612325,0.023958333333333304,True,True,-0.6227565252189609,0.16170040602913285,6.949761504455356,False,opposite_direction
3,assignment_isolation,plus_one_randomisation,True,ok,58.48261535691514,2.394485823844446,62.50922325119347,54.26442521650577,31.071073766771384,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007063912049679778,24,24,24,0,0.0,{},0.7992234674768783,0.6992753623188405,0.0,False,True,False,True,False,False,0.0,62.50922325119347,54.26442521650577,62.50922325119347,95.79166666666667,1.0740769942888697,0.018877973359677495,False,0.47247468892288863,False,0.019444444444444486,False,False,0.5325991994354075,0.019444444444444486,True,True,0.2927277777917668,0.2358948805043372,9.248902841579957,False,opposite_direction
4,assignment_isolation,plus_one_randomisation,True,ok,56.57158189502184,3.4845320135728297,62.55303960591577,50.84013706355076,32.056045797824616,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007086283168183046,24,24,24,0,0.0,{},0.795786510942761,0.7037306201550385,0.0,False,True,False,True,False,False,0.0,62.553039605915764,50.84013706355076,62.553039605915764,94.79166666666667,1.1058176988626902,0.006663311649173576,False,0.5173118647554336,False,0.03472222222222221,False,False,0.5051618892481564,0.03472222222222221,True,True,1.3020813197748209,0.1816031863646007,8.287014229910335,False,opposite_direction
5,assignment_isolation,plus_one_randomisation,True,ok,58.47293201636334,3.9380585666192895,64.80372999324875,51.20869607924828,32.17308821466144,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.0070894616246941124,24,24,24,0,0.0,{},0.7940647820017184,0.7232558139534883,0.0,False,True,False,True,False,False,0.0,64.80372999324875,51.20869607924828,64.80372999324875,95.08333333333333,1.112059973154668,0.0035356457142505827,False,0.495475193860948,False,0.018402777777777768,False,False,0.5172173980451722,0.018402777777777768,True,True,-2.4425815212207254,0.23383538134528906,7.938990597486204,False,opposite_direction
6,assignment_isolation,plus_one_randomisation,True,ok,62.08150248408199,3.524628173035366,69.16271384110202,56.23169109302127,31.565653706501948,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007072206056189345,24,24,24,0,0.0,{},0.7978942652329749,0.699808429118774,0.0,False,True,False,True,False,False,0.0,69.16271384110202,56.231691093021276,69.16271384110202,95.04166666666667,1.0881699276056958,0.005724528238581778,False,0.5224852733105494,False,0.038541666666666696,False,False,0.553149989652072,0.038541666666666696,True,True,0.5974101092451698,0.18919343127394422,8.720345504231476,False,opposite_direction
7,assignment_isolation,plus_one_randomisation,True,ok,60.58659987836254,3.729600592024268,67.15869067115769,54.67645259964503,31.317137074327633,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007046830128293465,24,24,24,0,0.0,{},0.8156075456498388,0.6916666666666668,0.0,False,True,False,True,False,False,0.0,67.15869067115769,54.67645259964504,67.15869067115769,97.08333333333333,1.087221919594006,0.010382537752899783,False,0.5314082114820315,False,0.02604166666666663,False,False,0.5428113636473821,0.02604166666666663,True,True,0.23468354676336103,0.19302322099909278,8.42938345172262,False,opposite_direction
8,assignment_isolation,plus_one_randomisation,True,ok,56.19973681224668,4.850121175111728,64.81010768857973,48.281203926717275,31.229784727598926,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007037480927721278,24,24,24,0,0.0,{},0.7949935105621195,0.7255376344086022,0.0,False,True,False,True,False,False,0.0,64.81010768857973,48.281203926717275,64.81010768857973,96.54166666666667,1.0797261552300321,0.015603887165769437,False,0.5304536328722591,False,0.03368055555555549,False,False,0.5127541785251263,0.03368055555555549,True,True,-0.29853184978225444,0.16944833605456375,8.792718371045474,False,opposite_direction
9,assignment_isolation,plus_one_randomisation,True,ok,55.502952893985004,4.415336031856329,64.04212809506878,48.39590188904044,30.98450968583305,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007120426579960218,24,24,24,0,0.0,{},0.7931785088791137,0.7081521739130436,0.0,False,True,False,True,False,False,0.0,64.04212809506878,48.39590188904044,64.04212809506878,94.08333333333333,1.0699832843292914,0.03194062059857029,False,0.5282121123493982,False,0.023611111111111138,False,False,0.5112543483579993,0.023611111111111138,True,True,-0.9671061746566997,0.22333579779986562,8.210497028795672,False,opposite_direction
