replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,infer_neg_pass,infer_pos_pass,magnitude_neg_pass,magnitude_pos_pass,component_disagreement,sigma_tau_design,sigma_tau_eff,N,N_eligible,N_estimable,N_nonestimable,nonestimable_fraction,nonestimable_reasons,median_leverage_fraction,min_leverage_fraction_estimable,estimability_summary_max_smd,estimability_summary_fired,estimability_information_sufficient,estimability_support_passed,estimability_opposite_passed,estimability_adequacy_passed,estimability_conclusion_changing,nonestimable_abs_bound_sum,support_ucb_upper,eligible_lcb_lower,eligible_ucb_upper,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,gate_applicable,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,-47.69590699023312,3.024759275992164,-42.092364125102556,-52.879163568724024,30.620476551056463,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.00705967466464125,24,24,24,0,0.0,{},0.7857737531565655,0.7,0.0,False,True,True,False,False,False,0.0,-42.092364125102556,-52.87916356872402,-42.092364125102556,94.75,1.0520981252174277,0.009509221118944752,False,0.5025975692662246,False,0.020486111111111094,False,False,0.45283193315073184,0.020486111111111094,True,True,-0.17528009012198292,0.12228766060439557,-7.396019817344806,False,supported
1,assignment_isolation,plus_one_randomisation,True,ok,-43.73827541434861,2.9974311957595785,-38.704043908002994,-48.562026663184156,30.31331984827129,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.00704588071414166,24,24,24,0,0.0,{},0.7799183455433456,0.7185648148148148,0.0,False,True,True,False,False,False,0.0,-38.704043908002994,-48.562026663184156,-38.704043908002994,96.125,1.0470248011540602,0.016830841196552794,False,0.5142818753027785,False,0.02013888888888893,False,False,0.4186506854482048,0.02013888888888893,True,True,0.481857653547222,0.1496354770452537,-5.505573050712385,False,supported
2,assignment_isolation,plus_one_randomisation,True,ok,-49.5016787521605,3.4139147118010285,-42.74017274178474,-54.93925584323621,30.747135406622814,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007112499018839258,24,24,24,0,0.0,{},0.8124116206501562,0.7471326164874553,0.0,False,True,True,False,False,False,0.0,-42.74017274178474,-54.93925584323622,-42.74017274178474,96.16666666666667,1.0722823702059852,0.012539070943656416,False,0.5229620161335528,False,0.027083333333333348,False,False,0.46057733795386246,0.027083333333333348,True,True,1.1209729049363584,0.2045458533752615,-5.970024324558671,False,supported
3,assignment_isolation,plus_one_randomisation,True,ok,-50.631454083785194,4.640302462534233,-43.29678023196726,-58.66992477186204,31.17622723095641,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007079276189831112,24,24,24,0,0.0,{},0.7904769174401562,0.7204212454212454,0.0,False,True,True,False,False,False,0.0,-43.29678023196726,-58.66992477186204,-43.29678023196726,95.0,1.0755837229719443,0.008483686566979998,False,0.5238137790939005,False,0.015625,False,False,0.46894566741115756,0.015625,True,True,0.8340081392113835,0.1964768814560027,-7.5347028316000255,False,supported
4,assignment_isolation,plus_one_randomisation,True,ok,-55.243606632650106,3.2511111317097803,-49.5128611781019,-60.222440891525714,31.28577756295596,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007040187178690097,24,24,24,0,0.0,{},0.8069727891156463,0.6702651515151515,0.0,False,True,True,False,False,False,0.0,-49.5128611781019,-60.222440891525714,-49.5128611781019,97.04166666666667,1.084876462696547,0.029788735473634004,False,0.5265915531123015,False,0.035069444444444486,False,False,0.503128562734395,0.035069444444444486,True,True,2.461730961034986,0.21132805687955186,-7.840118303539447,False,supported
5,assignment_isolation,plus_one_randomisation,True,ok,-53.712475633816716,4.24394938240864,-45.95350146094681,-60.543216848549534,30.922461954828343,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007061474418885188,24,24,24,0,0.0,{},0.8000973937599944,0.7204343971631205,0.0,False,True,True,False,False,False,0.0,-45.9535014609468,-60.54321684854953,-45.9535014609468,96.29166666666667,1.0713560100611832,0.0071740601600420815,False,0.500534669204472,False,0.031597222222222165,False,False,0.4963109223918085,0.031597222222222165,True,True,-0.019944460880624074,0.09859316259100494,-9.750436846331912,False,supported
6,assignment_isolation,plus_one_randomisation,True,ok,-50.410605364125026,2.8878620589560597,-45.370079348318534,-55.70022561148443,31.102470856215152,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007040591583771516,24,24,24,0,0.0,{},0.7789874344742522,0.7000000000000001,0.0,False,True,True,False,False,False,0.0,-45.370079348318534,-55.70022561148443,-45.370079348318534,94.79166666666667,1.0660047207277323,0.014697862538150858,False,0.5366302109608269,False,0.02083333333333337,False,False,0.47091698300201057,0.02083333333333337,True,True,1.099328315137068,0.1959372280171606,-7.906244481307023,False,supported
7,assignment_isolation,plus_one_randomisation,True,ok,-49.771437785797936,4.257242089790185,-42.79170478341709,-57.646433679914615,31.360218639279832,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.00709508808810519,24,24,24,0,0.0,{},0.8079931972789116,0.6954071969696969,0.0,False,True,True,False,False,False,0.0,-42.79170478341709,-57.646433679914615,-42.79170478341709,95.58333333333333,1.087672038244539,0.005936602612974688,False,0.5490260433728438,False,0.022222222222222143,False,False,0.45681070035150334,0.022222222222222143,True,True,0.6563735516845465,0.11503589384897252,-6.822435901024848,False,supported
8,assignment_isolation,plus_one_randomisation,True,ok,-55.62889443671214,3.545694634716588,-50.05498094769679,-61.64381376800888,30.921218584739723,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007029988219846813,24,24,24,0,0.0,{},0.7906086680269186,0.7120833333333334,0.0,False,True,True,False,False,False,0.0,-50.0549809476968,-61.643813768008876,-50.0549809476968,96.875,1.0697617372938852,0.015927622708548833,False,0.5195744201645599,False,0.02430555555555558,False,False,0.5123418126399452,0.02430555555555558,True,True,-0.18475163219282448,0.19605663449374064,-9.974339985202407,False,supported
9,assignment_isolation,plus_one_randomisation,True,ok,-46.102271825112496,4.166943023799442,-38.90568460936546,-52.5943763371715,29.33138749878213,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007092062984618236,24,24,24,0,0.0,{},0.8007050794949733,0.7053370786516855,0.0,False,True,True,False,False,False,0.0,-38.90568460936546,-52.5943763371715,-38.90568460936546,95.20833333333333,1.0148752865408779,0.019530537309374808,False,0.49947958121672537,False,0.04340277777777779,False,False,0.45369841263261296,0.04340277777777779,True,True,-0.5677747057990795,0.21445817563903982,-7.167022999800017,False,supported
