replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,infer_neg_pass,infer_pos_pass,magnitude_neg_pass,magnitude_pos_pass,component_disagreement,sigma_tau_design,sigma_tau_eff,N,N_eligible,N_estimable,N_nonestimable,nonestimable_fraction,nonestimable_reasons,median_leverage_fraction,min_leverage_fraction_estimable,estimability_summary_max_smd,estimability_summary_fired,estimability_information_sufficient,estimability_support_passed,estimability_opposite_passed,estimability_adequacy_passed,estimability_conclusion_changing,nonestimable_abs_bound_sum,support_ucb_upper,eligible_lcb_lower,eligible_ucb_upper,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,gate_applicable,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,-27.7000159840601,3.0254834326108786,-22.07358604799938,-32.88674504230078,29.559712912262363,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.00705967466464125,24,24,24,0,0.0,{},0.7857737531565655,0.7,0.0,False,True,False,False,False,False,0.0,-22.07358604799938,-32.88674504230078,-22.07358604799938,94.75,1.0156510296337509,0.009509221118944752,False,0.5025975692662246,False,0.020486111111111094,False,False,0.2667014139499284,0.020486111111111094,True,False,-0.17714164535894306,0.12228766060439557,-4.533052525060289,False,inconclusive
1,assignment_isolation,plus_one_randomisation,True,ok,-23.79493667321691,3.004741804538242,-18.731625204547726,-28.59016511068083,29.36977511699797,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.00704588071414166,24,24,24,0,0.0,{},0.7799183455433456,0.7185648148148148,0.0,False,True,False,False,True,False,0.0,-18.731625204547726,-28.59016511068083,-18.731625204547726,96.125,1.0144346810488962,0.016830841196552794,False,0.5142818753027785,False,0.02013888888888893,False,False,0.22487446981786477,0.02013888888888893,True,False,0.45227824564681407,0.14963547704525376,-2.4801021251231457,False,inconclusive
2,assignment_isolation,plus_one_randomisation,True,ok,-29.501969365361987,3.410784422439018,-22.768256138847615,-34.9561515320723,29.652251733581352,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007112499018839258,24,24,24,0,0.0,{},0.8124116206501562,0.7471326164874553,0.0,False,True,False,False,False,False,0.0,-22.768256138847615,-34.9561515320723,-22.768256138847615,96.16666666666667,1.03409915591618,0.012539070943656416,False,0.5229620161335528,False,0.027083333333333348,False,False,0.2804019478401001,0.027083333333333348,True,False,1.2305065571744063,0.2045458533752615,-2.7408481984954594,False,inconclusive
3,assignment_isolation,plus_one_randomisation,True,ok,-30.62664960442052,4.63674212712989,-23.29924235123729,-38.66908405674524,30.05110282123125,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007079276189831112,24,24,24,0,0.0,{},0.7904769174401562,0.7204212454212454,0.0,False,True,False,False,False,False,0.0,-23.299242351237286,-38.66908405674524,-23.299242351237286,95.0,1.0367667906839615,0.008483686566979998,False,0.5238137790939005,False,0.015625,False,False,0.291392265255725,0.015625,True,False,0.8706899495289709,0.1964768814560027,-4.613802919449493,False,inconclusive
4,assignment_isolation,plus_one_randomisation,True,ok,-35.265960204627504,3.2509848873661995,-29.536924525836035,-40.24254776653889,30.066920570354227,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007040187178690097,24,24,24,0,0.0,{},0.8069727891156463,0.6702651515151515,0.0,False,True,False,False,False,False,0.0,-29.53692452583603,-40.24254776653889,-29.53692452583603,97.04166666666667,1.042610955310456,0.029788735473634004,False,0.5265915531123015,False,0.035069444444444486,False,False,0.3373440282067895,0.035069444444444486,True,False,2.4328899853340333,0.2113280568795519,-4.810380062823748,False,inconclusive
5,assignment_isolation,plus_one_randomisation,True,ok,-33.73106272429673,4.24439236788416,-25.965518989439843,-40.56871726654174,29.730405484253616,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007061474418885188,24,24,24,0,0.0,{},0.8000973937599944,0.7204343971631205,0.0,False,True,False,False,False,False,0.0,-25.965518989439843,-40.56871726654174,-25.965518989439843,96.29166666666667,1.0300553896271385,0.0071740601600420815,False,0.500534669204472,False,0.031597222222222165,False,False,0.32589215142692174,0.031597222222222165,True,False,-0.020780661245914874,0.09859316259100495,-6.757727557324536,False,inconclusive
6,assignment_isolation,plus_one_randomisation,True,ok,-30.39203943677703,2.8783101718310324,-25.36587817763076,-35.62992916457631,29.974645606738765,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007040591583771516,24,24,24,0,0.0,{},0.7789874344742522,0.7000000000000001,0.0,False,True,False,False,False,False,0.0,-25.36587817763076,-35.62992916457631,-25.36587817763076,94.79166666666667,1.0273496876386967,0.014697862538150858,False,0.5366302109608269,False,0.02083333333333337,False,False,0.29185222668983196,0.02083333333333337,True,False,1.061728734591879,0.19593722801716068,-5.21140036230279,False,inconclusive
7,assignment_isolation,plus_one_randomisation,True,ok,-29.765111150704183,4.256491244152952,-22.791534337719053,-37.62891272622873,30.284803908465992,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.00709508808810519,24,24,24,0,0.0,{},0.8079931972789116,0.6954071969696969,0.0,False,True,False,False,False,False,0.0,-22.791534337719053,-37.62891272622873,-22.791534337719053,95.58333333333333,1.0503732379499071,0.005936602612974688,False,0.5490260433728438,False,0.022222222222222143,False,False,0.27831647648251095,0.022222222222222143,True,False,0.7220888666057265,0.11503589384897252,-3.806791289040272,False,inconclusive
8,assignment_isolation,plus_one_randomisation,True,ok,-35.668966097196424,3.548903682173119,-30.07171742180606,-41.7108040113829,29.678280348777037,0.001,1.0,0.001,1.0,,,,,True,False,True,False,False,0.007071067811865475,0.007029988219846813,24,24,24,0,0.0,{},0.7906086680269186,0.7120833333333334,0.0,False,True,True,False,False,False,0.0,-30.07171742180606,-41.7108040113829,-30.07171742180606,96.875,1.0267605934997448,0.015927622708548833,False,0.5195744201645599,False,0.02430555555555558,False,False,0.3469945502697856,0.02430555555555558,True,True,-0.25137913857215005,0.19605663449374072,-6.964223415051488,False,supported
9,assignment_isolation,plus_one_randomisation,True,ok,-26.09613387896734,4.168177346327941,-18.85223997281575,-32.58499504413161,28.26470139722262,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007092062984618236,24,24,24,0,0.0,{},0.8007050794949733,0.7053370786516855,0.0,False,True,False,False,False,False,0.0,-18.85223997281575,-32.58499504413161,-18.85223997281575,95.20833333333333,0.9779676099771856,0.019530537309374808,False,0.49947958121672537,False,0.04340277777777779,False,False,0.26025943263457485,0.04340277777777779,True,False,-0.5094164070873903,0.21445817563903985,-4.312015422343782,False,inconclusive
10,assignment_isolation,plus_one_randomisation,True,ok,-29.88073852358961,4.004478079886995,-22.8011873127477,-36.517670380328575,29.261405892786374,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007028850842864179,24,24,24,0,0.0,{},0.789758316864295,0.712037037037037,0.0,False,True,False,False,False,False,0.0,-22.8011873127477,-36.517670380328575,-22.8011873127477,95.66666666666667,1.0058421737646956,0.004067038420177942,False,0.5256764218747405,False,0.027430555555555514,False,False,0.2931988988840753,0.027430555555555514,True,False,-0.9677405690115416,0.2724724140029147,-5.486443170292566,False,inconclusive
11,assignment_isolation,plus_one_randomisation,True,ok,-31.567412732318786,4.438306145458191,-24.34944288732677,-38.60609312667697,28.863290309670504,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007064505186034927,24,24,24,0,0.0,{},0.8046697845804989,0.7248148148148147,0.0,False,True,False,False,False,False,0.0,-24.34944288732677,-38.60609312667697,-24.34944288732677,96.75,1.0028202082516675,0.023154672686828946,False,0.49358453111597705,False,0.018055555555555602,False,False,0.3123170599824846,0.018055555555555602,True,False,0.06527867755603915,0.1534373260995925,-5.194202582153314,False,inconclusive
12,assignment_isolation,plus_one_randomisation,True,ok,-25.55619084671173,2.633943399585974,-20.51935613589385,-30.004417198971336,29.107680110551073,0.001,1.0,0.001,1.0,,,,,True,False,False,False,True,0.007071067811865475,0.007040660365001065,24,24,24,0,0.0,{},0.7824733319014892,0.6287356321839082,0.0,False,True,False,False,False,False,0.0,-20.51935613589385,-30.004417198971336,-20.51935613589385,94.83333333333333,0.9978643349904456,0.027996865329572334,False,0.5192707499773082,False,0.018750000000000044,False,False,0.24850574880236184,0.018750000000000044,True,False,0.49182422085785776,0.0998766209169735,-4.559365190840526,False,inconclusive
