replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,infer_neg_pass,infer_pos_pass,magnitude_neg_pass,magnitude_pos_pass,component_disagreement,sigma_tau_design,sigma_tau_eff,N,N_eligible,N_estimable,N_nonestimable,nonestimable_fraction,nonestimable_reasons,median_leverage_fraction,min_leverage_fraction_estimable,estimability_summary_max_smd,estimability_summary_fired,estimability_information_sufficient,estimability_support_passed,estimability_opposite_passed,estimability_adequacy_passed,estimability_conclusion_changing,nonestimable_abs_bound_sum,support_ucb_upper,eligible_lcb_lower,eligible_ucb_upper,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,gate_applicable,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,24.695516639012293,4.5652454290936495,32.170326928175626,16.71885994575195,29.82438273622598,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007054256446010092,24,24,24,0,0.0,{},0.803076192486281,0.7338315217391304,0.0,False,True,False,False,False,False,0.0,32.170326928175626,16.71885994575195,32.170326928175626,95.91666666666667,1.030243186070435,0.01106793976896486,False,0.49726507670561737,False,0.028472222222222232,False,False,0.23051515240622092,0.028472222222222232,True,False,0.2245853241147655,0.10654056269409759,3.1246370689303435,False,inconclusive
1,assignment_isolation,plus_one_randomisation,True,ok,35.31928266549434,3.107915147853945,40.62844776671484,30.042253960349285,29.44059973797661,1.0,0.001,1.0,0.001,,,,,False,True,False,True,False,0.007071067811865475,0.007024166176336017,24,24,24,0,0.0,{},0.810374149659864,0.6600980392156862,0.0,False,True,False,True,False,False,0.0,40.62844776671484,30.042253960349285,40.62844776671484,96.91666666666667,1.0179130189733128,0.003137112333126799,False,0.4989673297170602,False,0.030902777777777724,False,False,0.3465572693991934,0.030902777777777724,True,True,0.6345573564642392,0.08209464084154877,5.4855130574837565,False,opposite_direction
2,assignment_isolation,plus_one_randomisation,True,ok,25.88407908546988,3.3951080812146164,31.18186749868695,19.924951285688362,29.646794421468087,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007028394917346657,24,24,24,0,0.0,{},0.774542824074074,0.7371093750000001,0.0,False,True,False,False,False,False,0.0,31.18186749868695,19.924951285688362,31.18186749868695,96.08333333333333,1.0212402725381802,0.030151881674740283,False,0.525818035206004,False,0.023958333333333304,False,False,0.2455988963916978,0.023958333333333304,True,False,-0.5234483854400908,0.16170040602913285,2.5095953578682515,False,inconclusive
3,assignment_isolation,plus_one_randomisation,True,ok,28.57027335104051,2.4069697458482926,32.61625681681626,24.33630124953452,29.252873655359814,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007063912049679778,24,24,24,0,0.0,{},0.7992234674768783,0.6992753623188405,0.0,False,True,False,False,False,False,0.0,32.61625681681626,24.336301249534518,32.61625681681626,95.79166666666667,1.0112247438214552,0.018877973359677495,False,0.47247468892288863,False,0.019444444444444486,False,False,0.2773956829375937,0.019444444444444486,True,False,0.30069891065363186,0.2358948805043372,4.708738168577738,False,inconclusive
4,assignment_isolation,plus_one_randomisation,True,ok,26.541755462198868,3.4893822210601066,32.51819276363224,20.75909709897299,30.351689150879857,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007086283168183046,24,24,24,0,0.0,{},0.795786510942761,0.7037306201550385,0.0,False,True,False,False,False,False,0.0,32.51819276363224,20.75909709897299,32.51819276363224,94.79166666666667,1.0470235557156373,0.006663311649173576,False,0.5173118647554336,False,0.03472222222222221,False,False,0.24564267130795578,0.03472222222222221,True,False,1.2552276069328625,0.1816031863646007,3.8624122261563043,False,inconclusive
5,assignment_isolation,plus_one_randomisation,True,ok,28.473458262277433,3.9349656236711796,34.80784354152088,21.24057560879819,30.394290227151135,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.0070894616246941124,24,24,24,0,0.0,{},0.7940647820017184,0.7232558139534883,0.0,False,True,False,False,False,False,0.0,34.80784354152088,21.24057560879819,34.80784354152088,95.08333333333333,1.050575976684076,0.0035356457142505827,False,0.495475193860948,False,0.018402777777777768,False,False,0.26483843181240135,0.018402777777777768,True,False,-2.544567535553992,0.23383538134528906,3.567342635853063,False,inconclusive
6,assignment_isolation,plus_one_randomisation,True,ok,32.100480162091564,3.5266133289960626,39.210637155536695,26.267284041786663,29.614176683723407,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007072206056189345,24,24,24,0,0.0,{},0.7978942652329749,0.699808429118774,0.0,False,True,False,False,False,False,0.0,39.210637155536695,26.267284041786663,39.210637155536695,95.04166666666667,1.0208962183283334,0.005724528238581778,False,0.5224852733105494,False,0.038541666666666696,False,False,0.31193879471924824,0.038541666666666696,True,False,0.5836199956071245,0.18919343127394422,4.333972885375082,False,inconclusive
7,assignment_isolation,plus_one_randomisation,True,ok,30.596542928908345,3.721565456474009,37.14118479031937,24.709919826265317,29.457635863383825,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007046830128293465,24,24,24,0,0.0,{},0.8156075456498388,0.6916666666666668,0.0,False,True,False,False,False,False,0.0,37.14118479031937,24.709919826265317,37.14118479031937,97.08333333333333,1.022666514313777,0.010382537752899783,False,0.5314082114820315,False,0.02604166666666663,False,False,0.2954868445868831,0.02604166666666663,True,False,0.28350338420464993,0.19302322099909278,3.8412680724570407,False,inconclusive
8,assignment_isolation,plus_one_randomisation,True,ok,26.120671105782503,4.851084264504217,34.7166415751747,18.19345932669593,29.508498043048156,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007037480927721278,24,24,24,0,0.0,{},0.7949935105621195,0.7255376344086022,0.0,False,True,False,False,False,False,0.0,34.7166415751747,18.19345932669593,34.7166415751747,96.54166666666667,1.0202150740564175,0.015603887165769437,False,0.5304536328722591,False,0.03368055555555549,False,False,0.24842042043931667,0.03368055555555549,True,False,-0.24639186214695838,0.16944833605456375,4.279793469036849,False,inconclusive
9,assignment_isolation,plus_one_randomisation,True,ok,25.602912920982472,4.43390775310535,34.2291506826052,18.456410243928488,29.278615483727872,1.0,0.001,1.0,0.001,,,,,False,True,False,False,True,0.007071067811865475,0.007120426579960218,24,24,24,0,0.0,{},0.7931785088791137,0.7081521739130436,0.0,False,True,False,False,False,False,0.0,34.2291506826052,18.456410243928488,34.2291506826052,94.08333333333333,1.0110739034937004,0.03194062059857029,False,0.5282121123493982,False,0.023611111111111138,False,False,0.2453441414860633,0.023611111111111138,True,False,-1.1395709046034792,0.2233357977998657,3.6744223439999764,False,inconclusive
