replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,sigma_tau_design,sigma_tau_eff,N,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,-37.40773301700164,3.092969371494624,-31.859340979085154,-42.601556548546256,31.111968712700175,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.54166666666667,0.9623464690914456,0.013239162369022532,False,0.5091380922850773,False,0.19895833333333335,True,False,0.3896887864355043,0.19895833333333335,True,-22.884802333024542,1.6592589727701752,-30.563116075671882,True,selection_limited
1,assignment_isolation,plus_one_randomisation,True,ok,-39.48797393099336,3.3850434562657448,-33.30517653188728,-44.7622363446806,31.18009005894486,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,77.25,0.9689059341757732,0.008365567958351403,False,0.5228732132425935,False,0.13229166666666659,True,False,0.4085922720593271,0.13229166666666659,True,-23.16849456742897,1.6918885300662279,-32.11875703976155,True,selection_limited
2,assignment_isolation,plus_one_randomisation,True,ok,-39.852436525481515,3.7481370629636293,-33.65582627409539,-46.696873630964916,31.612524664202855,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.45833333333333,0.9772970799097583,0.007818608868324695,False,0.49993741214176723,False,0.17708333333333337,True,False,0.4088206953624829,0.17708333333333337,True,-23.216482904145987,1.675403215331917,-29.958537098862546,True,selection_limited
3,assignment_isolation,plus_one_randomisation,True,ok,-37.68856361785484,3.116819590696757,-32.22906040105894,-42.580157626191486,32.15102857405844,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.625,0.9885134247743259,0.016587583197934953,False,0.513715447136266,False,0.1875,True,False,0.38211174837210315,0.1875,True,-22.755393313907348,1.6446831723789197,-30.5884286843124,True,selection_limited
4,assignment_isolation,plus_one_randomisation,True,ok,-39.77283655287931,3.125271237752732,-33.92432698778136,-44.37520585512463,31.979811742644635,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.41666666666667,0.9883822879722173,0.0031590423304463555,False,0.5118688426287719,False,0.1600694444444445,True,False,0.4034637752138808,0.1600694444444445,True,-23.205651761983617,1.6904690949341585,-31.961998891417203,True,selection_limited
5,assignment_isolation,plus_one_randomisation,True,ok,-41.97007563210542,3.5501491938309124,-36.39895051268837,-47.57875047040946,32.59581023320239,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.04166666666667,1.0049457105167292,0.010038854192573464,False,0.5010447964506931,False,0.1684027777777778,True,False,0.41854916091180083,0.1684027777777778,True,-23.56873201916261,1.6265138473293443,-29.577985618578584,True,selection_limited
6,assignment_isolation,plus_one_randomisation,True,ok,-35.874927477714756,3.005186514641637,-31.031907822919333,-41.54958921634815,31.741961724895887,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.66666666666667,0.982634619389149,0.016151294023597943,False,0.5281577335239458,False,0.18229166666666674,True,False,0.36547042077312053,0.18229166666666674,True,-23.38905886804752,1.623146767555439,-30.391654894143542,True,selection_limited
7,assignment_isolation,plus_one_randomisation,True,ok,-35.73677636259153,4.582785724289098,-27.43512205808937,-43.59685867042951,33.10617546857696,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.20833333333333,1.021798476811562,0.02776017394084084,False,0.5218085802125693,False,0.16111111111111115,True,False,0.34946403583485086,0.16111111111111115,True,-23.1573110036016,1.6454362533448086,-30.870285402901207,True,selection_limited
8,assignment_isolation,plus_one_randomisation,True,ok,-37.12455506592456,4.551922430807683,-29.057360165463557,-44.374629242305666,32.886359130676595,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.58333333333333,1.0175082385544933,0.011922350034292739,False,0.5050582969642066,False,0.17256944444444444,True,False,0.3652303276394124,0.17256944444444444,True,-23.295384934293335,1.6667877439157204,-30.014962988026117,True,selection_limited
9,assignment_isolation,plus_one_randomisation,True,ok,-36.304778509976465,3.225483739197372,-30.695998136392014,-41.9770815444825,31.928395862686468,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.70833333333333,0.988674605535973,0.013725381605054408,False,0.5175135563051593,False,0.17326388888888888,True,False,0.3676626903674354,0.17326388888888888,True,-23.111103197196478,1.6450950102825468,-30.409906126193814,True,selection_limited
10,assignment_isolation,plus_one_randomisation,True,ok,-35.093231480155644,3.7545387747878065,-28.492060058848402,-41.86145178160882,31.39904324493772,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,78.04166666666667,0.9806966443911079,0.012163672288466803,False,0.49784180947833273,False,0.1743055555555556,True,False,0.3579341118617131,0.1743055555555556,True,-23.34957577450624,1.6063631366331534,-30.550563750531527,True,selection_limited
11,assignment_isolation,plus_one_randomisation,True,ok,-37.633061861677966,4.18242282106775,-30.949876286716858,-45.240224135862874,31.64181705952157,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,77.0,0.9816615581870218,0.0011706870546917849,False,0.4912059769215907,False,0.1621527777777777,True,False,0.384249307073292,0.1621527777777777,True,-22.969843673978957,1.662560788450484,-31.59664189926029,True,selection_limited
12,assignment_isolation,plus_one_randomisation,True,ok,-38.44779514828043,3.7982495596243373,-31.825548815643124,-44.551188296648505,32.573588404201416,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.79166666666667,1.0092009662127244,0.010272508533921533,False,0.5141612348381983,False,0.18472222222222223,True,False,0.38181314213411577,0.18472222222222223,True,-22.992068420877775,1.6652864113597656,-30.516195629149877,True,selection_limited
13,assignment_isolation,plus_one_randomisation,True,ok,-38.186960845004194,3.3532496342614055,-31.685867592163696,-43.12881235201574,31.38636772820558,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.5,0.9705698201090177,0.007035782713210015,False,0.5117895770861643,False,0.17152777777777783,True,False,0.394475887268143,0.17152777777777783,True,-23.13293272377773,1.6577430541206053,-30.674791242984504,True,selection_limited
14,assignment_isolation,plus_one_randomisation,True,ok,-34.460136654756916,3.133951132385686,-29.197104847766017,-39.897854262029185,31.901550344648616,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.29166666666667,0.9851567721719544,0.03999825760672366,False,0.4962674432696088,False,0.15416666666666667,True,False,0.349516042386123,0.15416666666666667,True,-22.94485793419487,1.6754398690454078,-31.22947775899734,True,selection_limited
15,assignment_isolation,plus_one_randomisation,True,ok,-36.651338889421545,3.5577373071110943,-30.6918375628161,-42.54793591531882,32.28096350446693,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,73.95833333333333,0.9815107332679304,0.033297813336746376,False,0.5275573414490831,False,0.17361111111111116,True,False,0.3740695579701518,0.17361111111111116,True,-23.273288219389496,1.6519381384834635,-29.710757082148874,True,selection_limited
16,assignment_isolation,plus_one_randomisation,True,ok,-35.42723178153485,2.2580070417995737,-31.89680592484995,-39.92088696834194,30.689890669459842,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.54166666666667,0.9492908724384587,0.01015609688295407,False,0.5256378791365727,False,0.14340277777777777,True,False,0.3738424144286679,0.14340277777777777,True,-23.00506223486624,1.6995453741799529,-30.95214242151236,True,selection_limited
17,assignment_isolation,plus_one_randomisation,True,ok,-36.436417644754975,3.7692258142507264,-29.860646352616858,-43.1699473634195,32.07819653675801,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.33333333333333,0.9908822851139827,0.021200832454277365,False,0.525095848848121,False,0.1659722222222223,True,False,0.3681905040053888,0.1659722222222223,True,-23.309943583806575,1.6754151220190923,-29.48426873159254,True,selection_limited
18,assignment_isolation,plus_one_randomisation,True,ok,-28.231433279095125,3.447989579004193,-22.505777122684755,-34.00683273899183,32.17703594080898,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,73.33333333333333,0.9742081425999802,0.040575897194902844,False,0.5284282549638232,False,0.17708333333333326,True,False,0.2852938635185714,0.17708333333333326,True,-22.86704308586091,1.6344880582205514,-28.93327160929426,True,selection_limited
19,assignment_isolation,plus_one_randomisation,True,ok,-42.05612843448257,2.9239475747246675,-36.50057058296002,-46.47958735269383,32.72290075369983,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.66666666666667,1.0063732927741553,0.002048797505231475,False,0.5255582751377478,False,0.16805555555555562,True,False,0.4188069615738961,0.16805555555555562,True,-22.870350963282462,1.6622044935717268,-30.811272439505665,True,selection_limited
20,assignment_isolation,plus_one_randomisation,True,ok,-36.37905778026842,3.1744083509363548,-31.388891049874225,-42.51217260978703,31.633274681695784,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,77.79166666666667,0.9864286945351827,0.021223138599404688,False,0.5335507621152692,False,0.1659722222222223,True,False,0.3693052824189398,0.1659722222222223,True,-22.38258658850931,1.6631935971315261,-32.03277098980106,True,selection_limited
21,assignment_isolation,plus_one_randomisation,True,ok,-38.17122454337352,2.7723695200836107,-33.56888030629726,-42.70460867834513,32.20729668355768,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,77.0,0.9992051021563862,0.034678314192540534,False,0.5199454550108782,False,0.17083333333333328,True,False,0.3828780579999519,0.17083333333333328,True,-22.765548822474983,1.6773950741500327,-32.321250423448404,True,selection_limited
22,assignment_isolation,plus_one_randomisation,True,ok,-36.682423271768684,3.1018448538060035,-29.997128450198172,-41.277531005195776,31.64328192054886,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.125,0.9761131866668391,0.02554294607620917,False,0.528356531680158,False,0.14861111111111114,True,False,0.3765183260591237,0.14861111111111114,True,-23.01637878100247,1.6180793387010868,-28.923827828015234,True,selection_limited
23,assignment_isolation,plus_one_randomisation,True,ok,-40.36679396524868,3.5261811618633456,-34.644152504985804,-47.24360633927396,33.380845650402264,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.91666666666667,1.0283025353921047,0.026211124872658777,False,0.5392897789949983,False,0.15902777777777777,True,False,0.39357657316018235,0.15902777777777777,True,-23.199299012847625,1.633786359069968,-30.8176175962998,True,selection_limited
24,assignment_isolation,plus_one_randomisation,True,ok,-35.694843812448134,3.0573565200245225,-30.71947297859932,-40.97576895132526,31.74216277934865,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.16666666666667,0.9729805678062458,0.005205436587511097,False,0.5071802586608541,False,0.18784722222222228,True,False,0.3673050027997771,0.18784722222222228,True,-22.84294297004898,1.624224310679577,-30.310316468598494,True,selection_limited
25,assignment_isolation,plus_one_randomisation,True,ok,-33.51414851749389,4.0133495623749065,-26.054870497213287,-40.064703834898005,33.158829288820684,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,74.875,1.014431235289083,0.011442378441952368,False,0.5254290354329152,False,0.1694444444444445,True,False,0.32898720809451903,0.1694444444444445,True,-23.22966024282525,1.6262031307509957,-29.94014367673687,True,selection_limited
26,assignment_isolation,plus_one_randomisation,True,ok,-38.7939606201814,2.8012507806231604,-34.49429204707826,-44.06295690596734,31.85832474653035,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,76.16666666666667,0.983015614315748,0.0030433163176312485,False,0.5359646799400564,False,0.15000000000000002,True,False,0.39567877298600185,0.15000000000000002,True,-23.28247706153998,1.6581129101525294,-30.461089356188953,True,selection_limited
27,assignment_isolation,plus_one_randomisation,True,ok,-42.56068323779767,3.5403405383669213,-36.540219097949354,-48.35575189801122,32.72601593650803,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.08333333333333,1.0025820307710467,0.006030117150719959,False,0.517473378523044,False,0.17638888888888893,True,False,0.4252712059685413,0.17638888888888893,True,-23.234812261249385,1.646139407616381,-29.58891696535518,True,selection_limited
28,assignment_isolation,plus_one_randomisation,True,ok,-38.12907013062672,3.098137621337869,-31.923056842059918,-42.500483394479105,32.5099135757172,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,77.29166666666667,1.0105019538832587,0.016280212647755775,False,0.5127970385927275,False,0.14930555555555558,True,False,0.3780844920324534,0.14930555555555558,True,-23.285092783198298,1.6290692144010759,-30.555506328592053,True,selection_limited
29,assignment_isolation,plus_one_randomisation,True,ok,-35.403585002441645,4.145207673393541,-29.76790714932523,-44.12028558205232,31.818830171413268,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,75.20833333333333,0.9756009115183449,0.032686709991999574,False,0.493903210992103,False,0.171875,True,False,0.3631891596055459,0.171875,True,-23.002438351591163,1.635406699907429,-29.581848480277937,True,selection_limited
30,assignment_isolation,plus_one_randomisation,True,ok,-41.48865009086483,2.5172064284635014,-36.95640944773544,-45.698335244914624,31.91956769095944,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,79.16666666666667,1.0041143804673385,0.02214388528978718,False,0.512976761223543,False,0.14930555555555558,True,False,0.41417036083068304,0.14930555555555558,True,-22.61215002494092,1.7164666103662685,-32.954218894235936,True,selection_limited
31,assignment_isolation,plus_one_randomisation,True,ok,-33.02454222023984,3.24209401288311,-27.24594514026785,-38.545310972473516,32.09519803425385,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,74.625,0.9802508742219141,0.010503490020391628,False,0.4946083334583533,False,0.16979166666666667,True,False,0.335916664960736,0.16979166666666667,True,-23.722843213119035,1.6290880554763105,-28.957285549138973,True,selection_limited
