replicate,inference_route,calibration,route_valid,route_reason,beta_hat,se,ucb,lcb,beta_min,p_infer_less,p_infer_greater,p_rand_less,p_rand_greater,p_seq_less,p_seq_greater,log_e_seq_less,log_e_seq_greater,sigma_tau_design,sigma_tau_eff,N,nbar_ret,sigma_blind,leak_excursion,leak_fired,delivery_p99_ms,delivery_fired,retention_imbalance,retention_fired,balance_fired,gate_required,gate_audited,gate_passed,collider_inter_z,collider_smd,collider_rank_z,collider_fired,decision
0,assignment_isolation,plus_one_randomisation,True,ok,-87.45782198508944,3.1473467059398574,-81.8595126238568,-92.68561553069318,34.10419957387446,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,94.75,1.173687493582986,0.009509221118944752,False,0.5025975692662246,False,0.020486111111111094,False,False,0.6644469290514625,0.020486111111111094,True,-0.17019293190928025,0.12228766060439557,-13.463796437779903,False,supported
1,assignment_isolation,plus_one_randomisation,True,ok,-83.92698261259515,3.155621336300595,-78.30039037778896,-89.22776617607995,33.51598564619872,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.125,1.1617834316795268,0.016830841196552794,False,0.5142818753027785,False,0.02013888888888893,False,False,0.6525230768183597,0.02013888888888893,True,0.5353959937781101,0.14963547704525376,-11.64453657854772,False,supported
2,assignment_isolation,plus_one_randomisation,True,ok,-89.64315235471365,3.4830962230337073,-83.6358038372064,-95.38170508635912,34.52115790146069,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.16666666666667,1.196885600761431,0.012539070943656416,False,0.5229620161335528,False,0.027083333333333348,False,False,0.6663741612378327,0.027083333333333348,True,0.8967210909018867,0.20454585337526146,-11.966687278972696,False,supported
3,assignment_isolation,plus_one_randomisation,True,ok,-90.33036375087973,4.722921629230033,-82.86473336063474,-98.02023720643989,34.841976200714015,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.0,1.200658746424523,0.008483686566979998,False,0.5238137790939005,False,0.015625,False,False,0.6680591376007184,0.015625,True,0.7556587136412944,0.19647688145600262,-13.50398011608004,False,supported
4,assignment_isolation,plus_one_randomisation,True,ok,-95.29525170803123,3.2984095518905234,-89.13133313982883,-100.54726608352534,34.88171595502301,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,97.04166666666667,1.214876051945674,0.029788735473634004,False,0.5265915531123015,False,0.035069444444444486,False,False,0.6833043949438573,0.035069444444444486,True,2.4973407000981553,0.21132805687955192,-13.888549643720193,False,supported
5,assignment_isolation,plus_one_randomisation,True,ok,-93.22359237787146,4.337593044322179,-85.25683720404207,-100.27034033373747,34.60294407691189,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.29166666666667,1.2005006768756419,0.0071740601600420815,False,0.500534669204472,False,0.031597222222222165,False,False,0.6796954466610646,0.031597222222222165,True,-0.018156741942801206,0.09859316259100497,-15.75289666272097,False,supported
6,assignment_isolation,plus_one_randomisation,True,ok,-90.73548971561634,2.895476550972334,-86.35840197517356,-95.96074260781981,34.58999699108472,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,94.79166666666667,1.1906678041175818,0.014697862538150858,False,0.5366302109608269,False,0.02083333333333337,False,False,0.6728280287867046,0.02083333333333337,True,1.1630009804472339,0.1959372280171607,-13.786508692783773,False,supported
7,assignment_isolation,plus_one_randomisation,True,ok,-89.53023309973452,4.242159030498105,-81.84055559469344,-96.35748070879603,34.99988218728039,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.58333333333333,1.2097974782447503,0.005936602612974688,False,0.5490260433728438,False,0.022222222222222143,False,False,0.6618332507955733,0.022222222222222143,True,0.522544059078632,0.11503589384897252,-12.60186761455908,False,supported
8,assignment_isolation,plus_one_randomisation,True,ok,-95.29170670047836,3.5566938245921373,-88.64293078206228,-101.66483120680134,34.524223151062756,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.875,1.2013921207179903,0.015927622708548833,False,0.5195744201645599,False,0.02430555555555558,False,False,0.6872332858776519,0.02430555555555558,True,-0.054541366717942734,0.1960566344937407,-15.840909925592928,False,supported
9,assignment_isolation,plus_one_randomisation,True,ok,-86.42338289792241,4.120092288418882,-78.63993499688526,-92.92388176665825,33.02812823383127,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.20833333333333,1.139400616102257,0.019530537309374808,False,0.49947958121672537,False,0.04340277777777779,False,False,0.6710973911115166,0.04340277777777779,True,-0.6763894329374005,0.21445817563903996,-13.10988013355078,False,supported
10,assignment_isolation,plus_one_randomisation,True,ok,-89.4337814067422,3.9806663533232256,-81.48535112259972,-96.32992390938445,33.83525135204301,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.66666666666667,1.170050845002849,0.004067038420177942,False,0.5256764218747405,False,0.027430555555555514,False,False,0.673939072756656,0.027430555555555514,True,-0.7676670654656902,0.2724724140029147,-14.490539290210897,False,supported
11,assignment_isolation,plus_one_randomisation,True,ok,-91.05075598001677,4.398113169862504,-83.43018712442947,-98.66994784473623,33.717113051261805,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.75,1.172548662025879,0.023154672686828946,False,0.49358453111597705,False,0.018055555555555602,False,False,0.6796865274021843,0.018055555555555602,True,0.06668521984554072,0.1534373260995925,-14.319760544227844,False,supported
12,assignment_isolation,plus_one_randomisation,True,ok,-85.0855636027481,2.6715468252123973,-80.58968640004906,-89.53923977937959,33.451863151333264,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,94.83333333333333,1.151743648578967,0.027996865329572334,False,0.5192707499773082,False,0.018750000000000044,False,False,0.661168342176044,0.018750000000000044,True,0.6280593278189398,0.09987662091697355,-13.6843261619473,False,supported
13,assignment_isolation,plus_one_randomisation,True,ok,-89.99601156193614,3.451966238812246,-83.77294237276688,-95.26107946648347,35.00243318238577,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.29166666666667,1.2080382991195286,0.003538270214754724,False,0.5252648105173731,False,0.025347222222222188,False,False,0.6643566435318421,0.025347222222222188,True,1.3252406788317028,0.21561022014098846,-12.299971239479467,False,supported
14,assignment_isolation,plus_one_randomisation,True,ok,-93.51253669353775,3.0294069173119746,-87.52433953792824,-98.26014389722222,34.31041799281787,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.79166666666667,1.193438377856378,0.006103585644730588,False,0.5121283718351509,False,0.021874999999999978,False,False,0.6829194828877546,0.021874999999999978,True,0.20780574483671085,0.18157516112320926,-13.023673784423407,False,supported
15,assignment_isolation,plus_one_randomisation,True,ok,-90.64624997908561,3.859118477385282,-83.51087645069198,-96.85850487153157,35.06093709324521,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.125,1.2153369512709011,0.0070468497674444,False,0.500347630712788,False,0.01805555555555549,False,False,0.6648012900456486,0.01805555555555549,True,-0.1609851746131734,0.20013051546655197,-13.23871279988864,False,supported
16,assignment_isolation,plus_one_randomisation,True,ok,-90.49383375572035,5.021951976335852,-81.81109337402454,-98.70747933614277,34.74341136739316,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.41666666666667,1.206156110721938,0.01658833251830748,False,0.5166780678354317,False,0.024652777777777746,False,False,0.6670241773894455,0.024652777777777746,True,-1.076006169068211,0.16670090091904957,-14.186495681761706,False,supported
17,assignment_isolation,plus_one_randomisation,True,ok,-95.10862312653735,3.514791265190646,-88.6291133812662,-100.87800212556704,35.252709394813245,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.20833333333333,1.2161439643007181,0.0011935186270902788,False,0.5124353903307898,False,0.01909722222222221,False,False,0.6822335539578088,0.01909722222222221,True,1.5707310376283081,0.1929798444878446,-13.707279831070462,False,supported
18,assignment_isolation,plus_one_randomisation,True,ok,-92.72277184785229,5.291654218071751,-85.12520182105648,-103.0439042106375,33.88924815403789,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,95.91666666666667,1.1734483516601206,0.017441540006671138,False,0.5120374965366543,False,0.018055555555555602,False,False,0.6858997481761464,0.018055555555555602,True,-0.6749516739139914,0.1286957246818651,-14.6139658642873,False,supported
19,assignment_isolation,plus_one_randomisation,True,ok,-91.30081942800234,3.379902817121353,-85.48740097451675,-96.96851724489265,34.08473670571477,0.001,1.0,0.001,1.0,,,,,0.007071067811865475,0.007071067811865475,24,96.08333333333333,1.1812422731543926,0.02470374012931344,False,0.49077376347039814,False,0.018749999999999933,False,False,0.6780072590175368,0.018749999999999933,True,0.7985671209167182,0.15731623091997352,-13.495831258245232,False,supported
