adequacy_id,run_hash,route,direction,beta_inj,delta,beta_min_med,delta_over_beta_min,M,false_adequacy_n,false_adequacy_rate,pointwise_wilson95_low,pointwise_wilson95_high,simultaneous_cp_upper,envelope_simultaneous_cp_upper,p_fa_max,envelope_pass,certified_delta_direction,lower_grid_censored,support_n,support_rate,opposite_direction_n,opposite_direction_rate,inconclusive_n,inconclusive_rate,selection_limited_n,selection_limited_rate,diagnostic_failure_n,diagnostic_failure_rate,base_seed,source_raw_csv,source_raw_sha256
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-10.0,10.0,33.94238281021039,0.29461691172111365,1200,1035,0.8625,0.8418555541073806,0.8808309704556366,0.8909675692098205,0.8909675692098205,0.05,False,30.0,False,0,0.0,0,0.0,154,0.12833333333333333,10,0.008333333333333333,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_10.csv,9cdd3f9a9fe7ae39dd1f7f6c4f6d98cfb19746974ac6720a6412dc482ea0177e
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-15.0,15.0,34.017839406787694,0.44094511178764045,1200,783,0.6525,0.6251102824493143,0.6789164623668514,0.6935639780121619,0.6935639780121619,0.05,False,30.0,False,0,0.0,0,0.0,407,0.33916666666666667,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_15.csv,3222454a62e65a3be063fc83f04abbf23731945287e3018a070336f95d2f9a5e
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-20.0,20.0,34.122759983061954,0.5861190598277429,1200,381,0.3175,0.2917800948319639,0.3443846203880343,0.3594516008953507,0.3594516008953507,0.05,False,30.0,False,0,0.0,0,0.0,809,0.6741666666666667,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_20.csv,7fb0dab34fe472cfcd5be96b5ec70231efd06ec67c01d43d21ffd83ede692f76
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-30.0,30.0,34.44087603812042,0.87105798257846,1200,14,0.011666666666666667,0.006962173964032547,0.01948770329130523,0.024382192072449693,0.024382192072449693,0.05,True,30.0,False,7,0.005833333333333334,0,0.0,1169,0.9741666666666666,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_30.csv,bdd4e83c160a48de24e03b7ae848c746c3aa2daa27919bad0e297d989ebe10b6
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-40.0,40.0,34.8952453610113,1.1462879709306266,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,397,0.3308333333333333,0,0.0,794,0.6616666666666666,8,0.006666666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_40.csv,e4ce8fd158fc9c91c4b16acdba1257cfc25c9863857bc1db18e60afbe212b083
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-50.0,50.0,35.46173975726282,1.4099703043971394,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,1121,0.9341666666666667,0,0.0,70,0.058333333333333334,8,0.006666666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_50.csv,73d7b5d8ec22007a4764b137036f088aa4e193fa3d8825d08ce590de9dd01929
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-60.0,60.0,36.152958308795974,1.659615223947028,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,1185,0.9875,0,0.0,7,0.005833333333333334,7,0.005833333333333334,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_60.csv,010d707eea2dbbe7c8e64979da51b211d1a3a62f6f23991dbecbc26e94489bff
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-75.0,75.0,37.37717408711477,2.006572241796502,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,1186,0.9883333333333333,0,0.0,4,0.0033333333333333335,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_75.csv,cb9e6e9c114178f9f5fd73e05a8f02538b1dd3b50536f997bb426f0ecb6bf6f4
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,negative,-90.0,90.0,38.81414627078074,2.318742227952903,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,1188,0.99,0,0.0,2,0.0016666666666666668,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_negative_delta_90.csv,4f052e8621fb71ca77f58244edc2513ed4c7fde9e9790cfd0047de1e25912046
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,5.0,5.0,33.90392515364334,0.14747554972886956,1200,1146,0.955,0.9417480404958839,0.9653481489556271,0.9710537897852807,0.9710537897852807,0.05,False,30.0,False,0,0.0,0,0.0,44,0.03666666666666667,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_5.csv,2534f4eacaa563202b34dcd2497ba342b7df00ba3b902f099c41a8092d10661c
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,10.0,10.0,33.958662699714324,0.2944756714487501,1200,1029,0.8575,0.836579891838381,0.8761385427306636,0.8864456826557785,0.8864456826557785,0.05,False,30.0,False,0,0.0,0,0.0,161,0.13416666666666666,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_10.csv,a619a85b226b60c479e30e217278bff1b2b3f2d23358fc5b58f73a035fb23523
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,15.0,15.0,34.04594369210115,0.44058111990240073,1200,770,0.6416666666666667,0.6141237814207912,0.6683054350751007,0.6830791894446013,0.6830791894446013,0.05,False,30.0,False,0,0.0,0,0.0,421,0.35083333333333333,8,0.006666666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_15.csv,b9bd488d94b85f0267e1a61288b734b762611507f8291cacb040fb7cbbe52196
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,20.0,20.0,34.16038879231445,0.5854734301062664,1200,354,0.295,0.26988447780157077,0.32142383244555045,0.3362517057167703,0.3362517057167703,0.05,False,30.0,False,0,0.0,0,0.0,837,0.6975,8,0.006666666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_20.csv,fbf35d6252b9e36a72e55aa6139f74864de406b562152a6a88543911d9d8be3f
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,30.0,30.0,34.48169481333369,0.8700268406876374,1200,12,0.01,0.005729576190218535,0.01739760440046169,0.022064594900162517,0.022064594900162517,0.05,True,30.0,False,0,0.0,7,0.005833333333333334,1170,0.975,10,0.008333333333333333,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_30.csv,4d65aafe6322274383ac2d0cd34f0767a940403599153f9e265c9b4e9c9737e6
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,40.0,40.0,34.94364056302604,1.144700419175102,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,0,0.0,392,0.32666666666666666,798,0.665,9,0.0075,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_40.csv,f9e4a39e6071993ee186324a97890a08f081e3aea72eff3d0739e2d1529181ed
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,50.0,50.0,35.51165911527133,1.4079882845715352,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,0,0.0,1120,0.9333333333333333,68,0.056666666666666664,11,0.009166666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_50.csv,49a3da43fc2a7ac6688ae2923663e661b091807971308d2f6e09568932ca5cf1
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,60.0,60.0,36.19508362084348,1.6576836961760217,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,0,0.0,1181,0.9841666666666666,7,0.005833333333333334,11,0.009166666666666667,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_60.csv,63b634544d92f460bb6f47cd215e20287f17326acc6805c2cf26f06bb8d403cb
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,75.0,75.0,37.4214455249029,2.004198366684944,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,0,0.0,1188,0.99,1,0.0008333333333333334,10,0.008333333333333333,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_75.csv,e1f8578fccf4766d52d72e997bca918b4efd47dc9cd8d85c443e5b3855f0c7b0
adequacy_498657101acbb4e6,0cd4cac11153c546,sequential_evalue,positive,90.0,90.0,38.862781193107104,2.315840432335369,1200,0,0.0,2.1614849653992331e-19,0.003191000602734924,0.005555023252772105,0.005555023252772105,0.05,True,30.0,False,0,0.0,1188,0.99,1,0.0008333333333333334,10,0.008333333333333333,1,0.0008333333333333334,106,auxiliary/adequacy_498657101acbb4e6/raw/adequacy_sequential_evalue_positive_delta_90.csv,87982325a732317b86f76af8b98fe9ef9c55863ba4dd93422841b6bec1549910
